componente,modulo,grupo_referencia,tipo_prueba,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,correcta,puntaje
Razonamiento Cuantitativo,Administración,GRP-38,Genérica,Enunciado de la pregunta 363 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 363,Opción B de la pregunta 363,Opción C de la pregunta 363,Opción D de la pregunta 363,D,1.0
Lectura Crítica,Educación,GRP-50,Genérica,Enunciado de la pregunta 364 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 364,Opción B de la pregunta 364,Opción C de la pregunta 364,Opción D de la pregunta 364,C,1.0
Inglés,Economía,GRP-1,Específica,Enunciado de la pregunta 365 del componente Inglés y módulo Economía.,Opción A de la pregunta 365,Opción B de la pregunta 365,Opción C de la pregunta 365,Opción D de la pregunta 365,D,1.0
Comunicación Escrita,Derecho,GRP-8,Específica,Enunciado de la pregunta 366 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 366,Opción B de la pregunta 366,Opción C de la pregunta 366,Opción D de la pregunta 366,C,1.0
Comunicación Escrita,Economía,GRP-23,Específica,Enunciado de la pregunta 367 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 367,Opción B de la pregunta 367,Opción C de la pregunta 367,Opción D de la pregunta 367,A,1.0
Inglés,Derecho,GRP-43,Específica,Enunciado de la pregunta 368 del componente Inglés y módulo Derecho.,Opción A de la pregunta 368,Opción B de la pregunta 368,Opción C de la pregunta 368,Opción D de la pregunta 368,D,1.0
Competencias Ciudadanas,Salud,GRP-31,Específica,Enunciado de la pregunta 369 del componente Competencias Ciudadanas y módulo Salud.,Opción A de la pregunta 369,Opción B de la pregunta 369,Opción C de la pregunta 369,Opción D de la pregunta 369,C,1.0
Comunicación Escrita,Derecho,GRP-45,Específica,Enunciado de la pregunta 370 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 370,Opción B de la pregunta 370,Opción C de la pregunta 370,Opción D de la pregunta 370,A,1.0
Comunicación Escrita,Economía,GRP-49,Genérica,Enunciado de la pregunta 371 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 371,Opción B de la pregunta 371,Opción C de la pregunta 371,Opción D de la pregunta 371,C,1.0
Razonamiento Cuantitativo,Ciencias Sociales,GRP-10,Específica,Enunciado de la pregunta 372 del componente Razonamiento Cuantitativo y módulo Ciencias Sociales.,Opción A de la pregunta 372,Opción B de la pregunta 372,Opción C de la pregunta 372,Opción D de la pregunta 372,D,1.0
Razonamiento Cuantitativo,Educación,GRP-42,Específica,Enunciado de la pregunta 373 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 373,Opción B de la pregunta 373,Opción C de la pregunta 373,Opción D de la pregunta 373,A,1.0
Lectura Crítica,Arquitectura,GRP-25,Específica,Enunciado de la pregunta 374 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 374,Opción B de la pregunta 374,Opción C de la pregunta 374,Opción D de la pregunta 374,A,1.0
Lectura Crítica,Educación,GRP-38,Genérica,Enunciado de la pregunta 375 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 375,Opción B de la pregunta 375,Opción C de la pregunta 375,Opción D de la pregunta 375,B,1.0
Comunicación Escrita,Educación,GRP-22,Específica,Enunciado de la pregunta 376 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 376,Opción B de la pregunta 376,Opción C de la pregunta 376,Opción D de la pregunta 376,B,1.0
Inglés,Ingeniería,GRP-19,Genérica,Enunciado de la pregunta 377 del componente Inglés y módulo Ingeniería.,Opción A de la pregunta 377,Opción B de la pregunta 377,Opción C de la pregunta 377,Opción D de la pregunta 377,B,1.0
Competencias Ciudadanas,Administración,GRP-21,Específica,Enunciado de la pregunta 378 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 378,Opción B de la pregunta 378,Opción C de la pregunta 378,Opción D de la pregunta 378,C,1.0
Lectura Crítica,Economía,GRP-41,Genérica,Enunciado de la pregunta 379 del componente Lectura Crítica y módulo Economía.,Opción A de la pregunta 379,Opción B de la pregunta 379,Opción C de la pregunta 379,Opción D de la pregunta 379,A,1.0
Razonamiento Cuantitativo,Educación,GRP-9,Genérica,Enunciado de la pregunta 380 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 380,Opción B de la pregunta 380,Opción C de la pregunta 380,Opción D de la pregunta 380,D,1.0
Comunicación Escrita,Arquitectura,GRP-28,Genérica,Enunciado de la pregunta 381 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 381,Opción B de la pregunta 381,Opción C de la pregunta 381,Opción D de la pregunta 381,B,1.0
Razonamiento Cuantitativo,Salud,GRP-45,Genérica,Enunciado de la pregunta 382 del componente Razonamiento Cuantitativo y módulo Salud.,Opción A de la pregunta 382,Opción B de la pregunta 382,Opción C de la pregunta 382,Opción D de la pregunta 382,B,1.0
Inglés,Administración,GRP-21,Genérica,Enunciado de la pregunta 383 del componente Inglés y módulo Administración.,Opción A de la pregunta 383,Opción B de la pregunta 383,Opción C de la pregunta 383,Opción D de la pregunta 383,D,1.0
Razonamiento Cuantitativo,Educación,GRP-23,Genérica,Enunciado de la pregunta 384 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 384,Opción B de la pregunta 384,Opción C de la pregunta 384,Opción D de la pregunta 384,D,1.0
Competencias Ciudadanas,Educación,GRP-49,Genérica,Enunciado de la pregunta 385 del componente Competencias Ciudadanas y módulo Educación.,Opción A de la pregunta 385,Opción B de la pregunta 385,Opción C de la pregunta 385,Opción D de la pregunta 385,A,1.0
Razonamiento Cuantitativo,Administración,GRP-8,Específica,Enunciado de la pregunta 386 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 386,Opción B de la pregunta 386,Opción C de la pregunta 386,Opción D de la pregunta 386,D,1.0
Lectura Crítica,Educación,GRP-33,Genérica,Enunciado de la pregunta 387 del componente Lectura Crítica y módulo Educación.,Opción A de la pregunta 387,Opción B de la pregunta 387,Opción C de la pregunta 387,Opción D de la pregunta 387,B,1.0
Comunicación Escrita,Educación,GRP-49,Genérica,Enunciado de la pregunta 388 del componente Comunicación Escrita y módulo Educación.,Opción A de la pregunta 388,Opción B de la pregunta 388,Opción C de la pregunta 388,Opción D de la pregunta 388,A,1.0
Lectura Crítica,Salud,GRP-25,Genérica,Enunciado de la pregunta 389 del componente Lectura Crítica y módulo Salud.,Opción A de la pregunta 389,Opción B de la pregunta 389,Opción C de la pregunta 389,Opción D de la pregunta 389,C,1.0
Comunicación Escrita,Arquitectura,GRP-40,Específica,Enunciado de la pregunta 390 del componente Comunicación Escrita y módulo Arquitectura.,Opción A de la pregunta 390,Opción B de la pregunta 390,Opción C de la pregunta 390,Opción D de la pregunta 390,C,1.0
Lectura Crítica,Ingeniería,GRP-20,Genérica,Enunciado de la pregunta 391 del componente Lectura Crítica y módulo Ingeniería.,Opción A de la pregunta 391,Opción B de la pregunta 391,Opción C de la pregunta 391,Opción D de la pregunta 391,A,1.0
Lectura Crítica,Ingeniería,GRP-47,Genérica,Enunciado de la pregunta 392 del componente Lectura Crítica y módulo Ingeniería.,Opción A de la pregunta 392,Opción B de la pregunta 392,Opción C de la pregunta 392,Opción D de la pregunta 392,B,1.0
Razonamiento Cuantitativo,Educación,GRP-12,Específica,Enunciado de la pregunta 393 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 393,Opción B de la pregunta 393,Opción C de la pregunta 393,Opción D de la pregunta 393,A,1.0
Comunicación Escrita,Economía,GRP-37,Específica,Enunciado de la pregunta 394 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 394,Opción B de la pregunta 394,Opción C de la pregunta 394,Opción D de la pregunta 394,D,1.0
Lectura Crítica,Arquitectura,GRP-14,Específica,Enunciado de la pregunta 395 del componente Lectura Crítica y módulo Arquitectura.,Opción A de la pregunta 395,Opción B de la pregunta 395,Opción C de la pregunta 395,Opción D de la pregunta 395,A,1.0
Comunicación Escrita,Economía,GRP-19,Genérica,Enunciado de la pregunta 396 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 396,Opción B de la pregunta 396,Opción C de la pregunta 396,Opción D de la pregunta 396,D,1.0
Lectura Crítica,Ciencias Sociales,GRP-44,Genérica,Enunciado de la pregunta 397 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 397,Opción B de la pregunta 397,Opción C de la pregunta 397,Opción D de la pregunta 397,C,1.0
Comunicación Escrita,Derecho,GRP-29,Específica,Enunciado de la pregunta 398 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 398,Opción B de la pregunta 398,Opción C de la pregunta 398,Opción D de la pregunta 398,C,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-36,Específica,Enunciado de la pregunta 399 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 399,Opción B de la pregunta 399,Opción C de la pregunta 399,Opción D de la pregunta 399,A,1.0
Razonamiento Cuantitativo,Educación,GRP-34,Genérica,Enunciado de la pregunta 400 del componente Razonamiento Cuantitativo y módulo Educación.,Opción A de la pregunta 400,Opción B de la pregunta 400,Opción C de la pregunta 400,Opción D de la pregunta 400,C,1.0
Comunicación Escrita,Economía,GRP-14,Específica,Enunciado de la pregunta 401 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 401,Opción B de la pregunta 401,Opción C de la pregunta 401,Opción D de la pregunta 401,D,1.0
Comunicación Escrita,Economía,GRP-3,Genérica,Enunciado de la pregunta 402 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 402,Opción B de la pregunta 402,Opción C de la pregunta 402,Opción D de la pregunta 402,D,1.0
Inglés,Administración,GRP-14,Genérica,Enunciado de la pregunta 403 del componente Inglés y módulo Administración.,Opción A de la pregunta 403,Opción B de la pregunta 403,Opción C de la pregunta 403,Opción D de la pregunta 403,C,1.0
Competencias Ciudadanas,Administración,GRP-24,Genérica,Enunciado de la pregunta 404 del componente Competencias Ciudadanas y módulo Administración.,Opción A de la pregunta 404,Opción B de la pregunta 404,Opción C de la pregunta 404,Opción D de la pregunta 404,C,1.0
Competencias Ciudadanas,Arquitectura,GRP-25,Genérica,Enunciado de la pregunta 405 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 405,Opción B de la pregunta 405,Opción C de la pregunta 405,Opción D de la pregunta 405,B,1.0
Comunicación Escrita,Economía,GRP-13,Específica,Enunciado de la pregunta 406 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 406,Opción B de la pregunta 406,Opción C de la pregunta 406,Opción D de la pregunta 406,C,1.0
Comunicación Escrita,Ciencias Sociales,GRP-14,Genérica,Enunciado de la pregunta 407 del componente Comunicación Escrita y módulo Ciencias Sociales.,Opción A de la pregunta 407,Opción B de la pregunta 407,Opción C de la pregunta 407,Opción D de la pregunta 407,A,1.0
Razonamiento Cuantitativo,Arquitectura,GRP-21,Específica,Enunciado de la pregunta 408 del componente Razonamiento Cuantitativo y módulo Arquitectura.,Opción A de la pregunta 408,Opción B de la pregunta 408,Opción C de la pregunta 408,Opción D de la pregunta 408,A,1.0
Comunicación Escrita,Administración,GRP-45,Genérica,Enunciado de la pregunta 409 del componente Comunicación Escrita y módulo Administración.,Opción A de la pregunta 409,Opción B de la pregunta 409,Opción C de la pregunta 409,Opción D de la pregunta 409,A,1.0
Competencias Ciudadanas,Ciencias Sociales,GRP-13,Específica,Enunciado de la pregunta 410 del componente Competencias Ciudadanas y módulo Ciencias Sociales.,Opción A de la pregunta 410,Opción B de la pregunta 410,Opción C de la pregunta 410,Opción D de la pregunta 410,D,1.0
Razonamiento Cuantitativo,Administración,GRP-9,Genérica,Enunciado de la pregunta 411 del componente Razonamiento Cuantitativo y módulo Administración.,Opción A de la pregunta 411,Opción B de la pregunta 411,Opción C de la pregunta 411,Opción D de la pregunta 411,D,1.0
Comunicación Escrita,Economía,GRP-26,Específica,Enunciado de la pregunta 412 del componente Comunicación Escrita y módulo Economía.,Opción A de la pregunta 412,Opción B de la pregunta 412,Opción C de la pregunta 412,Opción D de la pregunta 412,C,1.0
Razonamiento Cuantitativo,Derecho,GRP-11,Genérica,Enunciado de la pregunta 413 del componente Razonamiento Cuantitativo y módulo Derecho.,Opción A de la pregunta 413,Opción B de la pregunta 413,Opción C de la pregunta 413,Opción D de la pregunta 413,C,1.0
Competencias Ciudadanas,Derecho,GRP-27,Específica,Enunciado de la pregunta 414 del componente Competencias Ciudadanas y módulo Derecho.,Opción A de la pregunta 414,Opción B de la pregunta 414,Opción C de la pregunta 414,Opción D de la pregunta 414,D,1.0
Comunicación Escrita,Salud,GRP-46,Genérica,Enunciado de la pregunta 415 del componente Comunicación Escrita y módulo Salud.,Opción A de la pregunta 415,Opción B de la pregunta 415,Opción C de la pregunta 415,Opción D de la pregunta 415,A,1.0
Inglés,Derecho,GRP-2,Genérica,Enunciado de la pregunta 416 del componente Inglés y módulo Derecho.,Opción A de la pregunta 416,Opción B de la pregunta 416,Opción C de la pregunta 416,Opción D de la pregunta 416,B,1.0
Lectura Crítica,Derecho,GRP-3,Genérica,Enunciado de la pregunta 417 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 417,Opción B de la pregunta 417,Opción C de la pregunta 417,Opción D de la pregunta 417,C,1.0
Comunicación Escrita,Derecho,GRP-22,Específica,Enunciado de la pregunta 418 del componente Comunicación Escrita y módulo Derecho.,Opción A de la pregunta 418,Opción B de la pregunta 418,Opción C de la pregunta 418,Opción D de la pregunta 418,A,1.0
Competencias Ciudadanas,Arquitectura,GRP-5,Específica,Enunciado de la pregunta 419 del componente Competencias Ciudadanas y módulo Arquitectura.,Opción A de la pregunta 419,Opción B de la pregunta 419,Opción C de la pregunta 419,Opción D de la pregunta 419,D,1.0
Lectura Crítica,Ciencias Sociales,GRP-26,Genérica,Enunciado de la pregunta 420 del componente Lectura Crítica y módulo Ciencias Sociales.,Opción A de la pregunta 420,Opción B de la pregunta 420,Opción C de la pregunta 420,Opción D de la pregunta 420,C,1.0
Lectura Crítica,Derecho,GRP-41,Específica,Enunciado de la pregunta 421 del componente Lectura Crítica y módulo Derecho.,Opción A de la pregunta 421,Opción B de la pregunta 421,Opción C de la pregunta 421,Opción D de la pregunta 421,B,1.0
