pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,grupo_referencia,modulo,tipo_prueba
"Pregunta 350: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 350,Opción B para pregunta 350,Opción C para pregunta 350,Opción D para pregunta 350,C,Lectura crítica,Genérico,Genérica
"Pregunta 351: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 351,Opción B para pregunta 351,Opción C para pregunta 351,Opción D para pregunta 351,D,Lectura crítica,Salud,Específica
"Pregunta 352: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 352,Opción B para pregunta 352,Opción C para pregunta 352,Opción D para pregunta 352,A,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 353: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 353,Opción B para pregunta 353,Opción C para pregunta 353,Opción D para pregunta 353,D,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 354: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 354,Opción B para pregunta 354,Opción C para pregunta 354,Opción D para pregunta 354,C,Inglés,Genérico,Genérica
"Pregunta 355: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 355,Opción B para pregunta 355,Opción C para pregunta 355,Opción D para pregunta 355,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 356: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 356,Opción B para pregunta 356,Opción C para pregunta 356,Opción D para pregunta 356,C,Razonamiento cuantitativo,Ciencias sociales,Específica
"Pregunta 357: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 357,Opción B para pregunta 357,Opción C para pregunta 357,Opción D para pregunta 357,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 358: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 358,Opción B para pregunta 358,Opción C para pregunta 358,Opción D para pregunta 358,D,Comunicación escrita,Genérico,Genérica
"Pregunta 359: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 359,Opción B para pregunta 359,Opción C para pregunta 359,Opción D para pregunta 359,C,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 360: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 360,Opción B para pregunta 360,Opción C para pregunta 360,Opción D para pregunta 360,D,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 361: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 361,Opción B para pregunta 361,Opción C para pregunta 361,Opción D para pregunta 361,B,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 362: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 362,Opción B para pregunta 362,Opción C para pregunta 362,Opción D para pregunta 362,D,Competencias ciudadanas,Genérico,Genérica
"Pregunta 363: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 363,Opción B para pregunta 363,Opción C para pregunta 363,Opción D para pregunta 363,C,Lectura crítica,Educación,Específica
"Pregunta 364: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 364,Opción B para pregunta 364,Opción C para pregunta 364,Opción D para pregunta 364,A,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 365: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 365,Opción B para pregunta 365,Opción C para pregunta 365,Opción D para pregunta 365,D,Lectura crítica,Ciencias sociales,Específica
"Pregunta 366: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 366,Opción B para pregunta 366,Opción C para pregunta 366,Opción D para pregunta 366,B,Razonamiento cuantitativo,Ingeniería,Específica
"Pregunta 367: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 367,Opción B para pregunta 367,Opción C para pregunta 367,Opción D para pregunta 367,B,Inglés,Genérico,Genérica
"Pregunta 368: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 368,Opción B para pregunta 368,Opción C para pregunta 368,Opción D para pregunta 368,A,Comunicación escrita,Administración,Específica
"Pregunta 369: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 369,Opción B para pregunta 369,Opción C para pregunta 369,Opción D para pregunta 369,A,Comunicación escrita,Ingeniería,Específica
"Pregunta 370: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 370,Opción B para pregunta 370,Opción C para pregunta 370,Opción D para pregunta 370,B,Competencias ciudadanas,Genérico,Genérica
"Pregunta 371: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 371,Opción B para pregunta 371,Opción C para pregunta 371,Opción D para pregunta 371,B,Lectura crítica,Salud,Específica
"Pregunta 372: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 372,Opción B para pregunta 372,Opción C para pregunta 372,Opción D para pregunta 372,A,Inglés,Genérico,Genérica
"Pregunta 373: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 373,Opción B para pregunta 373,Opción C para pregunta 373,Opción D para pregunta 373,D,Inglés,Administración,Específica
"Pregunta 374: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 374,Opción B para pregunta 374,Opción C para pregunta 374,Opción D para pregunta 374,C,Comunicación escrita,Genérico,Genérica
"Pregunta 375: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 375,Opción B para pregunta 375,Opción C para pregunta 375,Opción D para pregunta 375,A,Competencias ciudadanas,Genérico,Genérica
"Pregunta 376: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 376,Opción B para pregunta 376,Opción C para pregunta 376,Opción D para pregunta 376,A,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 377: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 377,Opción B para pregunta 377,Opción C para pregunta 377,Opción D para pregunta 377,A,Inglés,Administración,Específica
"Pregunta 378: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 378,Opción B para pregunta 378,Opción C para pregunta 378,Opción D para pregunta 378,C,Inglés,Salud,Específica
"Pregunta 379: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 379,Opción B para pregunta 379,Opción C para pregunta 379,Opción D para pregunta 379,A,Lectura crítica,Educación,Específica
"Pregunta 380: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 380,Opción B para pregunta 380,Opción C para pregunta 380,Opción D para pregunta 380,C,Competencias ciudadanas,Ciencias sociales,Específica
"Pregunta 381: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 381,Opción B para pregunta 381,Opción C para pregunta 381,Opción D para pregunta 381,C,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 382: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 382,Opción B para pregunta 382,Opción C para pregunta 382,Opción D para pregunta 382,B,Razonamiento cuantitativo,Salud,Específica
"Pregunta 383: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 383,Opción B para pregunta 383,Opción C para pregunta 383,Opción D para pregunta 383,B,Competencias ciudadanas,Ingeniería,Específica
"Pregunta 384: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 384,Opción B para pregunta 384,Opción C para pregunta 384,Opción D para pregunta 384,C,Competencias ciudadanas,Genérico,Genérica
"Pregunta 385: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 385,Opción B para pregunta 385,Opción C para pregunta 385,Opción D para pregunta 385,B,Inglés,Educación,Específica
"Pregunta 386: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 386,Opción B para pregunta 386,Opción C para pregunta 386,Opción D para pregunta 386,C,Inglés,Genérico,Genérica
"Pregunta 387: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 387,Opción B para pregunta 387,Opción C para pregunta 387,Opción D para pregunta 387,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 388: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 388,Opción B para pregunta 388,Opción C para pregunta 388,Opción D para pregunta 388,C,Comunicación escrita,Genérico,Genérica
"Pregunta 389: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 389,Opción B para pregunta 389,Opción C para pregunta 389,Opción D para pregunta 389,D,Inglés,Educación,Específica
"Pregunta 390: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 390,Opción B para pregunta 390,Opción C para pregunta 390,Opción D para pregunta 390,B,Comunicación escrita,Genérico,Genérica
"Pregunta 391: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 391,Opción B para pregunta 391,Opción C para pregunta 391,Opción D para pregunta 391,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 392: En el contexto de razonamiento cuantitativo, seleccione la opción correcta.",Opción A para pregunta 392,Opción B para pregunta 392,Opción C para pregunta 392,Opción D para pregunta 392,A,Razonamiento cuantitativo,Genérico,Genérica
"Pregunta 393: En el contexto de lectura crítica, seleccione la opción correcta.",Opción A para pregunta 393,Opción B para pregunta 393,Opción C para pregunta 393,Opción D para pregunta 393,C,Lectura crítica,Ciencias sociales,Específica
"Pregunta 394: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 394,Opción B para pregunta 394,Opción C para pregunta 394,Opción D para pregunta 394,C,Comunicación escrita,Salud,Específica
"Pregunta 395: En el contexto de competencias ciudadanas, seleccione la opción correcta.",Opción A para pregunta 395,Opción B para pregunta 395,Opción C para pregunta 395,Opción D para pregunta 395,D,Competencias ciudadanas,Salud,Específica
"Pregunta 396: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 396,Opción B para pregunta 396,Opción C para pregunta 396,Opción D para pregunta 396,D,Inglés,Genérico,Genérica
"Pregunta 397: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 397,Opción B para pregunta 397,Opción C para pregunta 397,Opción D para pregunta 397,A,Comunicación escrita,Genérico,Genérica
"Pregunta 398: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 398,Opción B para pregunta 398,Opción C para pregunta 398,Opción D para pregunta 398,B,Comunicación escrita,Genérico,Genérica
"Pregunta 399: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 399,Opción B para pregunta 399,Opción C para pregunta 399,Opción D para pregunta 399,B,Inglés,Genérico,Genérica
"Pregunta 400: En el contexto de inglés, seleccione la opción correcta.",Opción A para pregunta 400,Opción B para pregunta 400,Opción C para pregunta 400,Opción D para pregunta 400,D,Inglés,Genérico,Genérica
"Pregunta 401: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 401,Opción B para pregunta 401,Opción C para pregunta 401,Opción D para pregunta 401,A,Comunicación escrita,Genérico,Genérica
"Pregunta 402: En el contexto de comunicación escrita, seleccione la opción correcta.",Opción A para pregunta 402,Opción B para pregunta 402,Opción C para pregunta 402,Opción D para pregunta 402,D,Comunicación escrita,Genérico,Genérica
