id,enunciado,grupo_referencia,modulo,tipo_prueba,puntaje,creado_en
924,Esta es la pregunta 924 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,0.85,2025-08-13 16:54:01.302889
925,Esta es la pregunta 925 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.59,2025-08-13 16:54:01.302897
926,Esta es la pregunta 926 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.64,2025-08-13 16:54:01.302903
927,Esta es la pregunta 927 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.61,2025-08-13 16:54:01.302924
928,Esta es la pregunta 928 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.2,2025-08-13 16:54:01.302935
929,Esta es la pregunta 929 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.85,2025-08-13 16:54:01.302944
930,Esta es la pregunta 930 del módulo Competencias Ciudadanas para el grupo Salud.,Salud,Competencias Ciudadanas,especifica,1.3,2025-08-13 16:54:01.302954
931,Esta es la pregunta 931 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.44,2025-08-13 16:54:01.302969
932,Esta es la pregunta 932 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.84,2025-08-13 16:54:01.303130
933,Esta es la pregunta 933 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.71,2025-08-13 16:54:01.303168
934,Esta es la pregunta 934 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.99,2025-08-13 16:54:01.303182
935,Esta es la pregunta 935 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.52,2025-08-13 16:54:01.303195
936,Esta es la pregunta 936 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,0.9,2025-08-13 16:54:01.303208
937,Esta es la pregunta 937 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.19,2025-08-13 16:54:01.303222
938,Esta es la pregunta 938 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.71,2025-08-13 16:54:01.303230
939,Esta es la pregunta 939 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.68,2025-08-13 16:54:01.303236
940,Esta es la pregunta 940 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.54,2025-08-13 16:54:01.303242
941,Esta es la pregunta 941 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.72,2025-08-13 16:54:01.303249
942,Esta es la pregunta 942 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.59,2025-08-13 16:54:01.303258
943,Esta es la pregunta 943 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.88,2025-08-13 16:54:01.303266
944,Esta es la pregunta 944 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.5,2025-08-13 16:54:01.303275
945,Esta es la pregunta 945 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.1,2025-08-13 16:54:01.303283
946,Esta es la pregunta 946 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.77,2025-08-13 16:54:01.303290
947,Esta es la pregunta 947 del módulo Comunicación Escrita para el grupo Administración.,Administración,Comunicación Escrita,especifica,0.52,2025-08-13 16:54:01.303297
948,Esta es la pregunta 948 del módulo Competencias Ciudadanas para el grupo Ingeniería.,Ingeniería,Competencias Ciudadanas,especifica,1.86,2025-08-13 16:54:01.303304
949,Esta es la pregunta 949 del módulo Lectura Crítica para el grupo Ingeniería.,Ingeniería,Lectura Crítica,especifica,1.92,2025-08-13 16:54:01.303310
950,Esta es la pregunta 950 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,1.23,2025-08-13 16:54:01.303317
951,Esta es la pregunta 951 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.54,2025-08-13 16:54:01.303357
952,Esta es la pregunta 952 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.62,2025-08-13 16:54:01.303367
953,Esta es la pregunta 953 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.64,2025-08-13 16:54:01.303377
954,Esta es la pregunta 954 del módulo Inglés para el grupo Educación.,Educación,Inglés,especifica,0.78,2025-08-13 16:54:01.303387
955,Esta es la pregunta 955 del módulo Comunicación Escrita para el grupo Salud.,Salud,Comunicación Escrita,especifica,1.37,2025-08-13 16:54:01.303393
956,Esta es la pregunta 956 del módulo Razonamiento Cuantitativo para el grupo Tecnología.,Tecnología,Razonamiento Cuantitativo,especifica,1.28,2025-08-13 16:54:01.303399
957,Esta es la pregunta 957 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.75,2025-08-13 16:54:01.303406
958,Esta es la pregunta 958 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,1.09,2025-08-13 16:54:01.303414
959,Esta es la pregunta 959 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,1.38,2025-08-13 16:54:01.303423
960,Esta es la pregunta 960 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.08,2025-08-13 16:54:01.303429
961,Esta es la pregunta 961 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.93,2025-08-13 16:54:01.303437
962,Esta es la pregunta 962 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.85,2025-08-13 16:54:01.303443
963,Esta es la pregunta 963 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,0.58,2025-08-13 16:54:01.303449
964,Esta es la pregunta 964 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.52,2025-08-13 16:54:01.303456
965,Esta es la pregunta 965 del módulo Razonamiento Cuantitativo para el grupo Salud.,Salud,Razonamiento Cuantitativo,especifica,1.36,2025-08-13 16:54:01.303465
966,Esta es la pregunta 966 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,0.53,2025-08-13 16:54:01.303471
967,Esta es la pregunta 967 del módulo Inglés para el grupo Ingeniería.,Ingeniería,Inglés,especifica,1.06,2025-08-13 16:54:01.303478
968,Esta es la pregunta 968 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.65,2025-08-13 16:54:01.303484
969,Esta es la pregunta 969 del módulo Razonamiento Cuantitativo para el grupo Administración.,Administración,Razonamiento Cuantitativo,especifica,0.67,2025-08-13 16:54:01.303526
970,Esta es la pregunta 970 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.75,2025-08-13 16:54:01.303553
971,Esta es la pregunta 971 del módulo Lectura Crítica para el grupo Salud.,Salud,Lectura Crítica,especifica,1.05,2025-08-13 16:54:01.303564
972,Esta es la pregunta 972 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.67,2025-08-13 16:54:01.303721
973,Esta es la pregunta 973 del módulo Comunicación Escrita para el grupo Educación.,Educación,Comunicación Escrita,especifica,1.0,2025-08-13 16:54:01.303743
974,Esta es la pregunta 974 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.59,2025-08-13 16:54:01.303757
975,Esta es la pregunta 975 del módulo Lectura Crítica para el grupo Educación.,Educación,Lectura Crítica,especifica,1.24,2025-08-13 16:54:01.303773
976,Esta es la pregunta 976 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.06,2025-08-13 16:54:01.303784
977,Esta es la pregunta 977 del módulo Lectura Crítica para el grupo Administración.,Administración,Lectura Crítica,especifica,1.99,2025-08-13 16:54:01.303798
978,Esta es la pregunta 978 del módulo Lectura Crítica para el grupo Tecnología.,Tecnología,Lectura Crítica,especifica,0.71,2025-08-13 16:54:01.303809
979,Esta es la pregunta 979 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,0.53,2025-08-13 16:54:01.303822
980,Esta es la pregunta 980 del módulo Comunicación Escrita para el grupo Ingeniería.,Ingeniería,Comunicación Escrita,especifica,0.83,2025-08-13 16:54:01.303854
981,Esta es la pregunta 981 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.8,2025-08-13 16:54:01.303864
982,Esta es la pregunta 982 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.31,2025-08-13 16:54:01.303874
983,Esta es la pregunta 983 del módulo Competencias Ciudadanas para el grupo Tecnología.,Tecnología,Competencias Ciudadanas,especifica,1.87,2025-08-13 16:54:01.303884
984,Esta es la pregunta 984 del módulo Inglés para el grupo Administración.,Administración,Inglés,especifica,1.84,2025-08-13 16:54:01.303894
985,Esta es la pregunta 985 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.21,2025-08-13 16:54:01.303905
986,Esta es la pregunta 986 del módulo Inglés para el grupo Salud.,Salud,Inglés,especifica,1.2,2025-08-13 16:54:01.303922
987,Esta es la pregunta 987 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,0.74,2025-08-13 16:54:01.303932
988,Esta es la pregunta 988 del módulo Inglés para el grupo Tecnología.,Tecnología,Inglés,especifica,1.11,2025-08-13 16:54:01.303947
989,Esta es la pregunta 989 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.77,2025-08-13 16:54:01.303957
990,Esta es la pregunta 990 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,0.92,2025-08-13 16:54:01.303967
991,Esta es la pregunta 991 del módulo Comunicación Escrita para el grupo Todos.,Todos,Comunicación Escrita,generica,1.99,2025-08-13 16:54:01.303974
992,Esta es la pregunta 992 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,0.75,2025-08-13 16:54:01.303980
993,Esta es la pregunta 993 del módulo Competencias Ciudadanas para el grupo Educación.,Educación,Competencias Ciudadanas,especifica,1.33,2025-08-13 16:54:01.303989
994,Esta es la pregunta 994 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.7,2025-08-13 16:54:01.303999
995,Esta es la pregunta 995 del módulo Competencias Ciudadanas para el grupo Todos.,Todos,Competencias Ciudadanas,generica,0.8,2025-08-13 16:54:01.304009
996,Esta es la pregunta 996 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.4,2025-08-13 16:54:01.304041
997,Esta es la pregunta 997 del módulo Razonamiento Cuantitativo para el grupo Todos.,Todos,Razonamiento Cuantitativo,generica,1.95,2025-08-13 16:54:01.304056
998,Esta es la pregunta 998 del módulo Lectura Crítica para el grupo Todos.,Todos,Lectura Crítica,generica,1.76,2025-08-13 16:54:01.304063
999,Esta es la pregunta 999 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.3,2025-08-13 16:54:01.304070
1000,Esta es la pregunta 1000 del módulo Inglés para el grupo Todos.,Todos,Inglés,generica,1.07,2025-08-13 16:54:01.304076
