componente,modulo,grupo_ref,tipo_prueba,enunciado,op_a,op_b,op_c,op_d,correcta
Razonamiento Cuantitativo,Álgebra,Salud,generica,"En el contexto de Álgebra (Salud), calcule el resultado de 33 * 8.",268,270,264,263,C
Razonamiento Cuantitativo,Álgebra,Administración,generica,"En el contexto de Álgebra (Administración), calcule el resultado de 79 * 20.",1582,1586,1575,1580,D
Razonamiento Cuantitativo,Aritmética,Salud,generica,"En el contexto de Aritmética (Salud), calcule el resultado de 90 + 18.",106,113,108,107,C
Razonamiento Cuantitativo,Estadística,Salud,generica,"En el contexto de Estadística (Salud), calcule el resultado de 15 * 2.",34,32,30,25,C
Razonamiento Cuantitativo,Derecho Penal,Derecho,especifica,"En el contexto de Derecho Penal (Derecho), calcule el resultado de 82 * 5.",407,414,410,411,C
Razonamiento Cuantitativo,Derecho Civil,Derecho,especifica,"En el contexto de Derecho Civil (Derecho), calcule el resultado de 72 * 3.",220,215,216,213,C
Razonamiento Cuantitativo,Administración Financiera,Administración,especifica,"En el contexto de Administración Financiera (Administración), calcule el resultado de 84 + 16.",97,100,101,99,B
Razonamiento Cuantitativo,Sistemas Operativos,Tecnología,especifica,"En el contexto de Sistemas Operativos (Tecnología), calcule el resultado de 85 * 10.",849,853,847,850,D
Razonamiento Cuantitativo,Ingeniería de Software,Ingeniería,especifica,"En el contexto de Ingeniería de Software (Ingeniería), calcule el resultado de 19 * 7.",133,129,137,138,A
Razonamiento Cuantitativo,Álgebra,Educación,generica,"En el contexto de Álgebra (Educación), calcule el resultado de 49 * 6.",289,292,298,294,D
Razonamiento Cuantitativo,Bioética,Salud,especifica,"En el contexto de Bioética (Salud), calcule el resultado de 10 * 12.",124,120,118,122,B
Razonamiento Cuantitativo,Ciencia de Datos,Tecnología,especifica,"En el contexto de Ciencia de Datos (Tecnología), calcule el resultado de 59 + 10.",69,73,75,74,A
Razonamiento Cuantitativo,Derecho Constitucional,Derecho,especifica,"En el contexto de Derecho Constitucional (Derecho), calcule el resultado de 35 * 15.",525,522,526,531,A
Razonamiento Cuantitativo,Currículo,Educación,especifica,"En el contexto de Currículo (Educación), calcule el resultado de 56 * 18.",1008,1012,1014,1010,A
Razonamiento Cuantitativo,Geometría,Tecnología,generica,"En el contexto de Geometría (Tecnología), calcule el resultado de 74 + 13.",89,85,91,87,D
Razonamiento Cuantitativo,Álgebra,Administración,generica,"En el contexto de Álgebra (Administración), calcule el resultado de 48 - 11.",34,37,43,40,B
Razonamiento Cuantitativo,Geometría,Educación,generica,"En el contexto de Geometría (Educación), calcule el resultado de 55 * 15.",822,828,825,826,C
Razonamiento Cuantitativo,Marketing,Administración,especifica,"En el contexto de Marketing (Administración), calcule el resultado de 16 - 14.",2,1,6,5,A
Razonamiento Cuantitativo,Administración Financiera,Administración,especifica,"En el contexto de Administración Financiera (Administración), calcule el resultado de 19 - 20.",-1,5,-3,1,A
Razonamiento Cuantitativo,Estadística,Ingeniería,generica,"En el contexto de Estadística (Ingeniería), calcule el resultado de 13 - 17.",-3,2,-4,-7,C
Razonamiento Cuantitativo,Farmacología,Salud,especifica,"En el contexto de Farmacología (Salud), calcule el resultado de 42 + 16.",64,59,55,58,D
Razonamiento Cuantitativo,Álgebra,Administración,generica,"En el contexto de Álgebra (Administración), calcule el resultado de 36 * 6.",217,216,220,219,B
Razonamiento Cuantitativo,Recursos Humanos,Administración,especifica,"En el contexto de Recursos Humanos (Administración), calcule el resultado de 71 * 3.",217,213,218,219,B
Razonamiento Cuantitativo,Geometría,Administración,generica,"En el contexto de Geometría (Administración), calcule el resultado de 22 + 13.",37,30,35,34,C
Razonamiento Cuantitativo,Derecho Civil,Derecho,especifica,"En el contexto de Derecho Civil (Derecho), calcule el resultado de 87 * 13.",1129,1134,1131,1132,C
Razonamiento Cuantitativo,Recursos Humanos,Administración,especifica,"En el contexto de Recursos Humanos (Administración), calcule el resultado de 59 + 16.",72,74,77,75,D
Razonamiento Cuantitativo,Geometría,Ingeniería,generica,"En el contexto de Geometría (Ingeniería), calcule el resultado de 62 * 14.",865,866,872,868,D
Razonamiento Cuantitativo,Geometría,Educación,generica,"En el contexto de Geometría (Educación), calcule el resultado de 92 - 10.",86,78,82,77,C
Razonamiento Cuantitativo,Geometría,Ingeniería,generica,"En el contexto de Geometría (Ingeniería), calcule el resultado de 41 - 7.",40,34,30,29,B
Razonamiento Cuantitativo,Sistemas Embebidos,Ingeniería,especifica,"En el contexto de Sistemas Embebidos (Ingeniería), calcule el resultado de 33 + 15.",47,52,48,46,C
Razonamiento Cuantitativo,Derecho Constitucional,Derecho,especifica,"En el contexto de Derecho Constitucional (Derecho), calcule el resultado de 31 * 16.",496,500,498,492,A
Razonamiento Cuantitativo,Álgebra,Ingeniería,generica,"En el contexto de Álgebra (Ingeniería), calcule el resultado de 83 * 15.",1247,1244,1245,1242,C
Razonamiento Cuantitativo,Aritmética,Administración,generica,"En el contexto de Aritmética (Administración), calcule el resultado de 32 * 9.",288,290,283,294,A
Razonamiento Cuantitativo,Evaluación Educativa,Educación,especifica,"En el contexto de Evaluación Educativa (Educación), calcule el resultado de 19 * 10.",190,193,189,188,A
Razonamiento Cuantitativo,Bioética,Salud,especifica,"En el contexto de Bioética (Salud), calcule el resultado de 44 - 2.",44,46,42,47,C
Razonamiento Cuantitativo,Seguridad Informática,Tecnología,especifica,"En el contexto de Seguridad Informática (Tecnología), calcule el resultado de 64 * 12.",772,771,768,770,C
Razonamiento Cuantitativo,Seguridad Informática,Tecnología,especifica,"En el contexto de Seguridad Informática (Tecnología), calcule el resultado de 40 * 8.",321,315,320,319,C
Razonamiento Cuantitativo,Teoría del Derecho,Derecho,especifica,"En el contexto de Teoría del Derecho (Derecho), calcule el resultado de 83 - 2.",86,84,85,81,D
Razonamiento Cuantitativo,Bioética,Salud,especifica,"En el contexto de Bioética (Salud), calcule el resultado de 88 + 12.",105,106,100,103,C
Razonamiento Cuantitativo,Álgebra,Derecho,generica,"En el contexto de Álgebra (Derecho), calcule el resultado de 18 - 18.",-3,-2,-5,0,D
Razonamiento Cuantitativo,Geometría,Educación,generica,"En el contexto de Geometría (Educación), calcule el resultado de 25 + 15.",40,41,43,44,A
Razonamiento Cuantitativo,Geometría,Educación,generica,"En el contexto de Geometría (Educación), calcule el resultado de 98 - 5.",96,91,93,98,C
Razonamiento Cuantitativo,Derecho Laboral,Derecho,especifica,"En el contexto de Derecho Laboral (Derecho), calcule el resultado de 57 - 18.",43,39,41,37,B
Razonamiento Cuantitativo,Currículo,Educación,especifica,"En el contexto de Currículo (Educación), calcule el resultado de 51 + 10.",63,61,64,57,B
Razonamiento Cuantitativo,Currículo,Educación,especifica,"En el contexto de Currículo (Educación), calcule el resultado de 15 - 16.",-1,2,-4,4,A
Razonamiento Cuantitativo,Fisiología,Salud,especifica,"En el contexto de Fisiología (Salud), calcule el resultado de 89 * 8.",714,711,717,712,D
Razonamiento Cuantitativo,Aritmética,Derecho,generica,"En el contexto de Aritmética (Derecho), calcule el resultado de 23 * 20.",456,464,461,460,D
Razonamiento Cuantitativo,Derecho Constitucional,Derecho,especifica,"En el contexto de Derecho Constitucional (Derecho), calcule el resultado de 95 * 9.",857,855,850,859,B
Razonamiento Cuantitativo,Aritmética,Ingeniería,generica,"En el contexto de Aritmética (Ingeniería), calcule el resultado de 83 + 2.",81,88,87,85,D
Razonamiento Cuantitativo,Fisiología,Salud,especifica,"En el contexto de Fisiología (Salud), calcule el resultado de 51 + 12.",63,67,58,66,A
Razonamiento Cuantitativo,Estadística,Salud,generica,"En el contexto de Estadística (Salud), calcule el resultado de 81 * 14.",1131,1135,1139,1134,D
Razonamiento Cuantitativo,Aritmética,Educación,generica,"En el contexto de Aritmética (Educación), calcule el resultado de 36 * 19.",684,689,679,687,A
Razonamiento Cuantitativo,Epidemiología,Salud,especifica,"En el contexto de Epidemiología (Salud), calcule el resultado de 94 * 3.",282,277,287,279,A
Razonamiento Cuantitativo,Recursos Humanos,Administración,especifica,"En el contexto de Recursos Humanos (Administración), calcule el resultado de 35 * 8.",278,276,280,285,C
Razonamiento Cuantitativo,Aritmética,Ingeniería,generica,"En el contexto de Aritmética (Ingeniería), calcule el resultado de 86 + 17.",106,103,105,109,B
Razonamiento Cuantitativo,Marketing,Administración,especifica,"En el contexto de Marketing (Administración), calcule el resultado de 76 - 5.",75,67,70,71,D
Razonamiento Cuantitativo,Marketing,Administración,especifica,"En el contexto de Marketing (Administración), calcule el resultado de 15 - 7.",13,14,8,5,C
Razonamiento Cuantitativo,Álgebra,Educación,generica,"En el contexto de Álgebra (Educación), calcule el resultado de 29 - 9.",21,17,20,16,C
Razonamiento Cuantitativo,Emprendimiento,Administración,especifica,"En el contexto de Emprendimiento (Administración), calcule el resultado de 52 + 14.",66,69,68,67,A
Razonamiento Cuantitativo,Geometría,Educación,generica,"En el contexto de Geometría (Educación), calcule el resultado de 21 - 8.",19,13,16,8,B
Razonamiento Cuantitativo,Evaluación Educativa,Educación,especifica,"En el contexto de Evaluación Educativa (Educación), calcule el resultado de 84 + 11.",92,95,94,101,B
Razonamiento Cuantitativo,Estadística,Ingeniería,generica,"En el contexto de Estadística (Ingeniería), calcule el resultado de 67 + 17.",84,81,85,88,A
Razonamiento Cuantitativo,Ingeniería de Software,Ingeniería,especifica,"En el contexto de Ingeniería de Software (Ingeniería), calcule el resultado de 30 - 14.",11,18,15,16,D
Razonamiento Cuantitativo,Estadística,Salud,generica,"En el contexto de Estadística (Salud), calcule el resultado de 19 * 13.",247,249,250,248,A
Razonamiento Cuantitativo,Aritmética,Educación,generica,"En el contexto de Aritmética (Educación), calcule el resultado de 23 + 9.",32,34,27,36,A
Razonamiento Cuantitativo,Aritmética,Administración,generica,"En el contexto de Aritmética (Administración), calcule el resultado de 74 - 10.",64,66,62,69,A
Razonamiento Cuantitativo,Aritmética,Ingeniería,generica,"En el contexto de Aritmética (Ingeniería), calcule el resultado de 72 + 20.",90,92,89,96,B
Razonamiento Cuantitativo,Redes y Telecomunicaciones,Ingeniería,especifica,"En el contexto de Redes y Telecomunicaciones (Ingeniería), calcule el resultado de 39 * 9.",357,351,353,350,B
Razonamiento Cuantitativo,Marketing,Administración,especifica,"En el contexto de Marketing (Administración), calcule el resultado de 48 + 12.",58,63,65,60,D
Razonamiento Cuantitativo,Álgebra,Administración,generica,"En el contexto de Álgebra (Administración), calcule el resultado de 29 + 13.",46,45,42,40,C
Razonamiento Cuantitativo,Estadística,Ingeniería,generica,"En el contexto de Estadística (Ingeniería), calcule el resultado de 18 + 4.",18,23,22,26,C
Razonamiento Cuantitativo,Estadística,Administración,generica,"En el contexto de Estadística (Administración), calcule el resultado de 16 * 16.",261,260,256,251,C
Razonamiento Cuantitativo,Geometría,Administración,generica,"En el contexto de Geometría (Administración), calcule el resultado de 81 - 9.",73,72,77,78,B
Razonamiento Cuantitativo,Estadística,Ingeniería,generica,"En el contexto de Estadística (Ingeniería), calcule el resultado de 94 - 15.",80,78,84,79,D
Razonamiento Cuantitativo,Álgebra,Derecho,generica,"En el contexto de Álgebra (Derecho), calcule el resultado de 52 + 19.",71,72,66,75,A
Razonamiento Cuantitativo,Geometría,Educación,generica,"En el contexto de Geometría (Educación), calcule el resultado de 62 + 19.",81,80,82,83,A
Razonamiento Cuantitativo,Estadística,Educación,generica,"En el contexto de Estadística (Educación), calcule el resultado de 88 - 14.",72,80,78,74,D
Razonamiento Cuantitativo,Ingeniería de Software,Ingeniería,especifica,"En el contexto de Ingeniería de Software (Ingeniería), calcule el resultado de 41 * 16.",662,660,658,656,D
Razonamiento Cuantitativo,Estadística,Tecnología,generica,"En el contexto de Estadística (Tecnología), calcule el resultado de 66 - 10.",58,61,59,56,D
Razonamiento Cuantitativo,Arquitectura de Computadores,Tecnología,especifica,"En el contexto de Arquitectura de Computadores (Tecnología), calcule el resultado de 97 * 5.",491,489,488,485,D
Razonamiento Cuantitativo,Estadística,Salud,generica,"En el contexto de Estadística (Salud), calcule el resultado de 28 * 8.",227,225,224,230,C
Razonamiento Cuantitativo,Didáctica,Educación,especifica,"En el contexto de Didáctica (Educación), calcule el resultado de 63 - 19.",48,44,47,46,B
Razonamiento Cuantitativo,Bases de Datos,Ingeniería,especifica,"En el contexto de Bases de Datos (Ingeniería), calcule el resultado de 27 * 8.",216,220,211,215,A
Razonamiento Cuantitativo,Bioética,Salud,especifica,"En el contexto de Bioética (Salud), calcule el resultado de 98 - 7.",95,87,94,91,D
